item_id,feature_category_id,feature_value_id,remap_value_id
13060,17,378,0
13060,24,588,1
13060,29,123,0
13060,47,516,2
13060,50,317,0
13060,53,444,2
13060,55,543,45
13060,56,365,0
13060,60,587,6
13060,61,706,1
13060,62,801,0
13060,63,861,0
13060,65,521,0
13060,68,726,35
13060,69,538,0
13060,72,75,0
13060,73,91,1
13080,-1,1,1
13080,2,53,0
13080,23,510,0
13080,31,768,0
13080,36,858,0
13080,37,45,3
13080,38,138,0
13080,39,772,3
13080,42,781,1
13080,47,512,4
13080,49,465,0
13080,50,240,1
13080,51,457,2
13080,55,267,0
13080,56,365,0
13080,61,898,2
13080,67,72,4
13080,68,351,1
13080,73,544,0
13081,-1,0,0
13081,4,618,0
13081,7,394,5
13081,24,588,1
13081,28,182,4
13081,29,386,1
13081,33,764,0
13081,47,123,5
13081,50,328,6
13081,53,6,1
13081,55,267,0
13081,56,365,0
13081,61,462,0
13081,62,801,0
13081,63,861,0
13081,68,739,4
13081,69,885,4
13081,72,75,0
13081,73,544,0
13089,-1,1,1
13089,4,618,0
13089,7,394,5
13089,24,588,1
13089,28,437,0
13089,29,123,0
13089,33,211,7
13089,47,123,5
13089,50,317,0
13089,53,6,1
13089,55,267,0
13089,56,365,0
13089,61,462,0
13089,62,801,0
13089,63,861,0
13089,68,351,1
13089,69,805,2
13089,72,75,0
13089,73,544,0
13095,-1,1,1
13095,3,793,0
13095,4,618,0
13095,5,605,0
13095,7,452,4
13095,15,584,1
13095,17,378,0
13095,19,668,2
13095,26,268,0
13095,32,902,0
13095,41,151,0
13095,44,4,8
13095,45,559,0
13095,46,825,0
13095,47,36,3
13095,50,240,1
13095,55,267,0
13095,56,365,0
13095,61,462,0
13095,63,861,0
13095,65,521,0
13095,68,351,1
13095,69,592,1
13095,72,75,0
13095,73,544,0
13099,-1,1,1
13099,3,793,0
13099,4,719,1
13099,4,280,11
13099,5,605,0
13099,7,619,3
13099,17,378,0
13099,19,769,6
13099,20,342,0
13099,24,588,1
13099,26,268,0
13099,29,123,0
13099,32,902,0
13099,41,210,3
13099,45,559,0
13099,47,242,12
13099,50,240,1
13099,55,267,0
13099,56,365,0
13099,61,706,1
13099,63,861,0
13099,65,610,1
13099,68,103,3
13099,69,805,2
13099,72,75,0
13099,73,544,0
13103,-1,0,0
13103,3,793,0
13103,4,618,0
13103,5,605,0
13103,7,536,2
13103,17,378,0
13103,19,112,4
13103,20,251,1
13103,24,588,1
13103,26,44,5
13103,29,729,3
13103,32,522,2
13103,41,322,8
13103,45,559,0
13103,47,242,12
13103,50,317,0
13103,55,267,0
13103,56,365,0
13103,61,706,1
13103,63,861,0
13103,65,521,0
13103,68,31,19
13103,69,805,2
13103,72,75,0
13103,73,544,0
13108,-1,0,0
13108,3,793,0
13108,4,618,0
13108,5,605,0
13108,7,798,1
13108,11,109,1
13108,17,378,0
13108,18,289,0
13108,19,765,3
13108,26,268,0
13108,32,352,3
13108,45,559,0
13108,46,825,0
13108,47,549,1
13108,50,317,0
13108,55,267,0
13108,56,365,0
13108,59,180,0
13108,61,462,0
13108,63,861,0
13108,65,521,0
13108,68,745,10
13108,69,499,7
13108,72,75,0
13108,73,544,0
13115,-1,0,0
13115,3,793,0
13115,4,618,0
13115,5,605,0
13115,7,490,7
13115,11,676,3
13115,17,378,0
13115,18,289,0
13115,19,112,4
13115,26,507,4
13115,32,522,2
13115,45,559,0
13115,46,825,0
13115,47,549,1
13115,50,317,0
13115,55,267,0
13115,56,365,0
13115,59,180,0
13115,61,898,2
13115,63,861,0
13115,65,521,0
13115,68,373,0
13115,69,592,1
13115,72,75,0
13115,73,544,0
13121,-1,0,0
13121,3,793,0
13121,4,618,0
13121,5,605,0
13121,7,452,4
13121,11,735,0
13121,17,378,0
13121,18,158,3
13121,19,700,1
13121,26,268,0
13121,32,286,1
13121,45,559,0
13121,46,825,0
13121,47,549,1
13121,50,317,0
13121,55,267,0
13121,56,365,0
13121,59,856,1
13121,61,462,0
13121,63,861,0
13121,65,521,0
13121,68,351,1
13121,69,780,3
13121,72,75,0
13121,73,544,0
13125,-1,1,1
13125,3,793,0
13125,4,618,0
13125,5,605,0
13125,7,452,4
13125,15,133,0
13125,17,378,0
13125,19,254,9
13125,26,268,0
13125,32,902,0
13125,41,181,1
13125,44,515,1
13125,45,773,2
13125,46,825,0
13125,47,36,3
13125,50,240,1
13125,55,267,0
13125,56,365,0
13125,61,898,2
13125,63,861,0
13125,65,521,0
13125,68,351,1
13125,69,740,5
13125,72,557,9
13125,73,544,0
13128,-1,1,1
13128,3,793,0
13128,4,618,0
13128,5,605,0
13128,7,798,1
13128,15,584,1
13128,17,378,0
13128,19,765,3
13128,26,113,1
13128,32,352,3
13128,41,145,5
13128,44,839,10
13128,45,559,0
13128,46,825,0
13128,47,36,3
13128,50,240,1
13128,55,267,0
13128,56,365,0
13128,61,462,0
13128,63,861,0
13128,65,521,0
13128,68,351,1
13128,69,805,2
13128,72,75,0
13128,73,544,0
13140,-1,1,1
13140,3,793,0
13140,4,618,0
13140,5,605,0
13140,7,452,4
13140,11,859,2
13140,17,378,0
13140,18,289,0
13140,19,112,4
13140,26,113,1
13140,32,902,0
13140,34,275,1
13140,45,559,0
13140,46,825,0
13140,47,549,1
13140,50,240,1
13140,55,535,46
13140,56,365,0
13140,59,180,0
13140,61,706,1
13140,63,861,0
13140,65,610,1
13140,68,351,1
13140,69,592,1
13140,72,7,3
13140,73,544,0
13160,-1,1,1
13160,3,793,0
13160,4,618,0
13160,5,605,0
13160,7,2,9
13160,11,735,0
13160,17,378,0
13160,18,158,3
13160,19,292,7
13160,26,44,5
13160,32,522,2
13160,45,559,0
13160,46,825,0
13160,47,549,1
13160,50,317,0
13160,55,267,0
13160,56,365,0
13160,59,180,0
13160,61,898,2
13160,63,861,0
13160,65,521,0
13160,68,351,1
13160,69,780,3
13160,72,75,0
13160,73,544,0
13173,-1,1,1
13173,3,793,0
13173,4,618,0
13173,5,605,0
13173,7,452,4
13173,15,133,0
13173,17,378,0
13173,19,148,0
13173,26,268,0
13173,32,902,0
13173,34,275,1
13173,41,322,8
13173,44,509,5
13173,45,559,0
13173,46,825,0
13173,47,36,3
13173,50,317,0
13173,55,129,8
13173,56,153,7
13173,61,706,1
13173,63,861,0
13173,65,521,0
13173,68,204,30
13173,69,592,1
13173,72,7,3
13173,73,544,0
13186,-1,1,1
13186,2,53,0
13186,23,510,0
13186,31,713,1
13186,36,858,0
13186,38,138,0
13186,39,731,0
13186,40,717,0
13186,42,409,0
13186,47,884,8
13186,49,465,0
13186,50,317,0
13186,55,267,0
13186,56,365,0
13186,61,898,2
13186,66,776,0
13186,67,382,1
13186,68,441,23
13186,73,544,0
13189,-1,1,1
13189,3,793,0
13189,4,618,0
13189,5,605,0
13189,7,490,7
13189,15,451,2
13189,17,378,0
13189,19,765,3
13189,26,126,6
13189,32,352,3
13189,34,734,0
13189,41,181,1
13189,44,515,1
13189,45,559,0
13189,46,825,0
13189,47,36,3
13189,50,240,1
13189,55,704,1
13189,56,365,0
13189,61,898,2
13189,63,861,0
13189,65,550,2
13189,68,531,8
13189,69,592,1
13189,72,219,2
13189,73,544,0
13205,-1,1,1
13205,4,618,0
13205,7,452,4
13205,12,438,0
13205,15,26,3
13205,17,378,0
13205,21,345,5
13205,34,275,1
13205,46,825,0
13205,47,96,6
13205,50,317,0
13205,55,704,1
13205,56,153,7
13205,61,706,1
13205,62,801,0
13205,63,861,0
13205,65,610,1
13205,68,383,17
13205,69,592,1
13205,72,7,3
13205,73,91,1
13215,-1,1,1
13215,4,618,0
13215,6,539,3
13215,7,619,3
13215,17,378,0
13215,24,588,1
13215,29,386,1
13215,47,516,2
13215,50,317,0
13215,53,707,0
13215,55,267,0
13215,56,365,0
13215,60,243,4
13215,61,706,1
13215,62,801,0
13215,63,861,0
13215,65,521,0
13215,68,31,19
13215,69,780,3
13215,72,75,0
13215,73,544,0
13224,-1,1,1
13224,3,793,0
13224,4,618,0
13224,5,58,1
13224,7,2,9
13224,15,451,2
13224,17,378,0
13224,19,148,0
13224,26,268,0
13224,32,902,0
13224,34,237,2
13224,41,826,4
13224,44,51,4
13224,45,559,0
13224,46,825,0
13224,47,36,3
13224,50,240,1
13224,55,803,16
13224,56,868,5
13224,61,706,1
13224,63,861,0
13224,65,521,0
13224,68,351,1
13224,69,780,3
13224,72,747,13
13224,73,91,1
13243,-1,0,0
13243,4,618,0
13243,7,394,5
13243,17,378,0
13243,35,370,2
13243,43,788,0
13243,47,165,11
13243,50,317,0
13243,52,756,1
13243,53,6,1
13243,55,267,0
13243,56,365,0
13243,61,808,3
13243,62,801,0
13243,63,861,0
13243,65,521,0
13243,68,739,4
13243,69,805,2
13243,72,75,0
13243,73,544,0
13250,-1,0,0
13250,4,618,0
13250,7,394,5
13250,24,588,1
13250,28,437,0
13250,29,386,1
13250,33,873,2
13250,47,123,5
13250,50,901,2
13250,53,6,1
13250,55,267,0
13250,56,365,0
13250,61,706,1
13250,62,801,0
13250,63,861,0
13250,68,875,15
13250,69,805,2
13250,72,75,0
13250,73,544,0
13251,-1,1,1
13251,4,618,0
13251,7,619,3
13251,12,410,1
13251,15,584,1
13251,17,378,0
13251,21,657,4
13251,34,275,1
13251,46,783,1
13251,47,96,6
13251,50,240,1
13251,55,314,19
13251,56,365,0
13251,61,706,1
13251,62,801,0
13251,63,861,0
13251,65,521,0
13251,68,744,9
13251,69,592,1
13251,72,7,3
13251,73,91,1
13252,-1,1,1
13252,4,618,0
13252,7,452,4
13252,17,378,0
13252,35,272,0
13252,43,473,1
13252,47,165,11
13252,50,317,0
13252,52,227,0
13252,53,444,2
13252,55,267,0
13252,56,365,0
13252,61,808,3
13252,62,801,0
13252,63,861,0
13252,65,521,0
13252,68,351,1
13252,69,499,7
13252,72,75,0
13252,73,544,0
13253,-1,1,1
13253,4,618,0
13253,7,82,8
13253,12,410,1
13253,15,584,1
13253,17,378,0
13253,21,657,4
13253,46,825,0
13253,47,96,6
13253,50,240,1
13253,55,267,0
13253,56,365,0
13253,61,706,1
13253,62,801,0
13253,63,672,2
13253,65,521,0
13253,68,393,34
13253,69,592,1
13253,72,75,0
13253,73,544,0
13266,-1,1,1
13266,3,793,0
13266,4,618,0
13266,5,605,0
13266,7,452,4
13266,15,584,1
13266,17,378,0
13266,19,628,12
13266,26,126,6
13266,32,286,1
13266,34,275,1
13266,41,181,1
13266,44,615,3
13266,45,559,0
13266,46,783,1
13266,47,36,3
13266,50,240,1
13266,55,129,8
13266,56,365,0
13266,61,706,1
13266,63,861,0
13266,65,521,0
13266,68,106,26
13266,69,592,1
13266,72,557,9
13266,73,544,0
13269,-1,1,1
13269,3,793,0
13269,4,618,0
13269,5,605,0
13269,7,838,12
13269,11,859,2
13269,17,378,0
13269,18,577,4
13269,19,112,4
13269,26,113,1
13269,32,902,0
13269,34,275,1
13269,45,559,0
13269,46,825,0
13269,47,549,1
13269,50,240,1
13269,55,704,1
13269,56,365,0
13269,59,180,0
13269,61,706,1
13269,63,861,0
13269,65,521,0
13269,68,31,19
13269,69,592,1
13269,72,7,3
13269,73,544,0
13273,-1,1,1
13273,4,618,0
13273,7,394,5
13273,24,588,1
13273,28,437,0
13273,29,386,1
13273,30,715,5
13273,30,478,3
13273,33,873,2
13273,47,123,5
13273,50,901,2
13273,53,6,1
13273,55,267,0
13273,56,365,0
13273,61,706,1
13273,62,801,0
13273,63,861,0
13273,68,745,10
13273,69,805,2
13273,72,75,0
13273,73,544,0
13278,-1,1,1
13278,2,53,0
13278,23,510,0
13278,31,768,0
13278,36,830,2
13278,38,138,0
13278,39,731,0
13278,40,717,0
13278,42,682,2
13278,47,884,8
13278,49,465,0
13278,50,317,0
13278,55,267,0
13278,56,365,0
13278,61,898,2
13278,66,886,1
13278,67,349,0
13278,68,351,1
13278,73,544,0
13279,-1,1,1
13279,2,53,0
13279,23,510,0
13279,31,768,0
13279,36,858,0
13279,38,421,3
13279,39,731,0
13279,40,717,0
13279,42,781,1
13279,47,884,8
13279,49,465,0
13279,50,317,0
13279,55,267,0
13279,56,365,0
13279,61,898,2
13279,66,886,1
13279,67,349,0
13279,68,351,1
13279,73,544,0
13280,-1,1,1
13280,3,793,0
13280,4,618,0
13280,5,605,0
13280,7,452,4
13280,11,859,2
13280,17,378,0
13280,18,817,1
13280,19,769,6
13280,26,126,6
13280,32,902,0
13280,34,275,1
13280,45,559,0
13280,46,825,0
13280,47,549,1
13280,50,317,0
13280,55,823,3
13280,56,365,0
13280,59,180,0
13280,61,706,1
13280,63,861,0
13280,65,521,0
13280,68,744,9
13280,69,592,1
13280,72,655,12
13280,73,544,0
13287,-1,1,1
13287,3,793,0
13287,4,331,6
13287,5,605,0
13287,7,82,8
13287,15,548,4
13287,17,378,0
13287,19,148,0
13287,26,268,0
13287,32,902,0
13287,34,275,1
13287,41,200,6
13287,44,509,5
13287,45,559,0
13287,46,825,0
13287,47,36,3
13287,50,317,0
13287,55,129,8
13287,56,365,0
13287,61,706,1
13287,63,816,1
13287,65,521,0
13287,68,531,8
13287,69,592,1
13287,72,655,12
13287,73,544,0
13292,-1,1,1
13292,4,618,0
13292,7,276,11
13292,12,438,0
13292,15,451,2
13292,17,378,0
13292,21,224,0
13292,46,825,0
13292,47,96,6
13292,50,240,1
13292,55,267,0
13292,56,365,0
13292,61,706,1
13292,62,801,0
13292,63,861,0
13292,65,610,1
13292,68,739,4
13292,69,885,4
13292,72,75,0
13292,73,544,0
13299,-1,1,1
13299,3,793,0
13299,4,743,2
13299,4,719,1
13299,5,605,0
13299,7,28,6
13299,15,584,1
13299,17,378,0
13299,19,148,0
13299,26,113,1
13299,32,902,0
13299,34,275,1
13299,41,151,0
13299,44,4,8
13299,45,559,0
13299,46,825,0
13299,47,36,3
13299,50,240,1
13299,55,803,16
13299,56,365,0
13299,61,706,1
13299,63,816,1
13299,65,610,1
13299,68,40,40
13299,69,592,1
13299,72,7,3
13299,73,91,1
13302,-1,1,1
13302,3,793,0
13302,4,618,0
13302,5,605,0
13302,7,452,4
13302,11,109,1
13302,17,378,0
13302,18,817,1
13302,19,765,3
13302,26,268,0
13302,32,286,1
13302,34,734,0
13302,45,559,0
13302,46,825,0
13302,47,549,1
13302,50,317,0
13302,55,129,8
13302,56,365,0
13302,59,180,0
13302,61,706,1
13302,63,861,0
13302,65,521,0
13302,68,373,0
13302,69,805,2
13302,72,371,11
13302,73,544,0
13304,-1,1,1
13304,3,793,0
13304,4,618,0
13304,5,472,4
13304,7,798,1
13304,17,378,0
13304,18,289,0
13304,19,148,0
13304,22,270,1
13304,26,268,0
13304,32,902,0
13304,34,275,1
13304,45,559,0
13304,46,825,0
13304,47,218,0
13304,50,317,0
13304,55,129,8
13304,56,868,5
13304,59,180,0
13304,61,706,1
13304,63,861,0
13304,65,521,0
13304,68,726,35
13304,69,592,1
13304,72,263,4
13304,73,91,1
13310,-1,1,1
13310,4,618,0
13310,6,399,0
13310,7,619,3
13310,17,378,0
13310,24,588,1
13310,29,123,0
13310,34,734,0
13310,47,516,2
13310,50,240,1
13310,53,707,0
13310,55,704,1
13310,56,365,0
13310,60,796,3
13310,61,462,0
13310,62,801,0
13310,63,861,0
13310,65,610,1
13310,68,445,22
13310,69,780,3
13310,72,748,6
13310,73,544,0
13344,-1,1,1
13344,3,793,0
13344,4,618,0
13344,5,605,0
13344,7,798,1
13344,15,584,1
13344,17,378,0
13344,19,765,3
13344,26,268,0
13344,32,902,0
13344,41,145,5
13344,44,509,5
13344,45,559,0
13344,46,825,0
13344,47,36,3
13344,50,317,0
13344,55,267,0
13344,56,365,0
13344,61,898,2
13344,63,861,0
13344,65,521,0
13344,68,373,0
13344,69,592,1
13344,72,75,0
13344,73,544,0
13346,-1,1,1
13346,4,505,3
13346,7,394,5
13346,12,438,0
13346,15,451,2
13346,17,378,0
13346,21,224,0
13346,46,825,0
13346,47,96,6
13346,50,317,0
13346,55,267,0
13346,56,365,0
13346,61,706,1
13346,62,801,0
13346,63,39,11
13346,65,521,0
13346,68,744,9
13346,69,805,2
13346,72,75,0
13346,73,544,0
13352,-1,1,1
13352,3,793,0
13352,4,618,0
13352,5,605,0
13352,7,284,13
13352,8,636,1
13352,10,789,9
13352,17,378,0
13352,25,687,1
13352,26,268,0
13352,32,902,0
13352,45,559,0
13352,46,825,0
13352,47,273,10
13352,50,317,0
13352,55,267,0
13352,56,365,0
13352,57,623,1
13352,58,299,0
13352,59,856,1
13352,61,462,0
13352,63,861,0
13352,68,373,0
13352,69,592,1
13352,72,75,0
13352,73,544,0
13360,-1,1,1
13360,4,618,0
13360,7,619,3
13360,12,410,1
13360,15,26,3
13360,17,378,0
13360,21,24,1
13360,34,275,1
13360,46,783,1
13360,47,96,6
13360,50,317,0
13360,55,704,1
13360,56,365,0
13360,61,706,1
13360,62,801,0
13360,63,861,0
13360,65,521,0
13360,68,351,1
13360,69,639,6
13360,72,219,2
13360,73,544,0
13363,-1,0,0
13363,4,618,0
13363,7,536,2
13363,17,378,0
13363,35,17,4
13363,43,788,0
13363,47,165,11
13363,50,317,0
13363,52,756,1
13363,53,6,1
13363,55,267,0
13363,56,365,0
13363,61,808,3
13363,62,801,0
13363,63,861,0
13363,65,521,0
13363,68,373,0
13363,69,805,2
13363,72,75,0
13363,73,544,0
13373,-1,1,1
13373,3,793,0
13373,4,618,0
13373,5,58,1
13373,7,490,7
13373,15,584,1
13373,17,378,0
13373,19,302,11
13373,26,507,4
13373,32,522,2
13373,41,368,7
13373,44,220,11
13373,45,559,0
13373,46,825,0
13373,47,36,3
13373,50,317,0
13373,55,267,0
13373,56,365,0
13373,61,898,2
13373,63,861,0
13373,65,521,0
13373,68,799,14
13373,69,780,3
13373,72,75,0
13373,73,544,0
13376,-1,1,1
13376,3,793,0
13376,4,618,0
13376,5,605,0
13376,7,798,1
13376,11,109,1
13376,17,378,0
13376,18,817,1
13376,19,765,3
13376,26,268,0
13376,32,286,1
13376,34,275,1
13376,45,559,0
13376,46,825,0
13376,47,549,1
13376,50,317,0
13376,55,129,8
13376,56,365,0
13376,59,856,1
13376,61,706,1
13376,63,861,0
13376,65,521,0
13376,68,745,10
13376,69,805,2
13376,72,371,11
13376,73,544,0
13379,-1,1,1
13379,3,793,0
13379,4,385,5
13379,5,605,0
13379,7,82,8
13379,11,735,0
13379,17,378,0
13379,18,158,3
13379,19,700,1
13379,26,600,9
13379,32,286,1
13379,34,275,1
13379,45,559,0
13379,46,825,0
13379,47,549,1
13379,50,317,0
13379,55,129,8
13379,56,365,0
13379,59,856,1
13379,61,898,2
13379,63,816,1
13379,65,521,0
13379,68,745,10
13379,69,780,3
13379,72,263,4
13379,73,544,0
13380,-1,1,1
13380,3,793,0
13380,4,618,0
13380,5,605,0
13380,7,452,4
13380,11,691,7
13380,17,378,0
13380,18,817,1
13380,19,769,6
13380,26,268,0
13380,32,101,4
13380,34,275,1
13380,45,559,0
13380,46,825,0
13380,47,549,1
13380,50,317,0
13380,55,265,31
13380,56,239,3
13380,59,387,2
13380,61,706,1
13380,63,861,0
13380,65,610,1
13380,68,799,14
13380,69,805,2
13380,72,263,4
13380,73,91,1
13382,-1,1,1
13382,3,793,0
13382,4,618,0
13382,5,605,0
13382,7,452,4
13382,15,451,2
13382,17,378,0
13382,19,112,4
13382,26,268,0
13382,32,902,0
13382,41,145,5
13382,44,870,13
13382,45,559,0
13382,46,825,0
13382,47,36,3
13382,50,317,0
13382,55,267,0
13382,56,365,0
13382,61,462,0
13382,63,861,0
13382,65,610,1
13382,68,379,20
13382,69,780,3
13382,72,75,0
13382,73,544,0
13384,-1,0,0
13384,3,889,1
13384,4,618,0
13384,5,605,0
13384,7,452,4
13384,11,735,0
13384,17,378,0
13384,18,817,1
13384,19,112,4
13384,26,268,0
13384,32,286,1
13384,34,275,1
13384,45,559,0
13384,46,825,0
13384,47,549,1
13384,50,317,0
13384,55,704,1
13384,56,365,0
13384,59,180,0
13384,61,706,1
13384,63,861,0
13384,65,521,0
13384,68,351,1
13384,69,592,1
13384,72,655,12
13384,73,544,0
13385,-1,1,1
13385,4,618,0
13385,7,452,4
13385,12,410,1
13385,15,451,2
13385,17,378,0
13385,21,224,0
13385,34,275,1
13385,46,825,0
13385,47,96,6
13385,50,317,0
13385,55,704,1
13385,56,365,0
13385,61,706,1
13385,62,801,0
13385,63,861,0
13385,65,521,0
13385,68,351,1
13385,69,592,1
13385,72,219,2
13385,73,91,1
13392,-1,1,1
13392,3,793,0
13392,4,618,0
13392,5,605,0
13392,7,838,12
13392,11,676,3
13392,17,378,0
13392,18,817,1
13392,19,545,13
13392,26,507,4
13392,32,522,2
13392,34,275,1
13392,45,559,0
13392,46,825,0
13392,47,549,1
13392,50,317,0
13392,55,448,11
13392,56,365,0
13392,59,180,0
13392,61,706,1
13392,63,861,0
13392,65,521,0
13392,68,903,41
13392,69,592,1
13392,72,7,3
13392,73,91,1
13403,-1,0,0
13403,4,618,0
13403,7,394,5
13403,24,189,0
13403,28,437,0
13403,29,123,0
13403,33,36,4
13403,47,123,5
13403,50,317,0
13403,53,6,1
13403,55,267,0
13403,56,365,0
13403,61,462,0
13403,62,15,1
13403,63,861,0
13403,68,739,4
13403,69,885,4
13403,72,75,0
13403,73,544,0
13406,-1,1,1
13406,3,793,0
13406,4,618,0
13406,5,58,1
13406,7,536,2
13406,11,602,8
13406,17,378,0
13406,18,158,3
13406,19,700,1
13406,26,168,10
13406,32,522,2
13406,45,559,0
13406,46,825,0
13406,47,549,1
13406,50,240,1
13406,55,267,0
13406,56,365,0
13406,59,180,0
13406,61,706,1
13406,63,861,0
13406,65,521,0
13406,68,784,42
13406,69,499,7
13406,72,75,0
13406,73,544,0
13408,-1,1,1
13408,3,793,0
13408,4,618,0
13408,5,605,0
13408,7,2,9
13408,11,109,1
13408,17,378,0
13408,18,158,3
13408,19,112,4
13408,26,268,0
13408,32,286,1
13408,45,559,0
13408,46,825,0
13408,47,549,1
13408,50,317,0
13408,55,879,47
13408,56,365,0
13408,59,856,1
13408,61,706,1
13408,63,861,0
13408,65,521,0
13408,68,702,18
13408,69,805,2
13408,72,75,0
13408,73,544,0
13411,-1,1,1
13411,4,618,0
13411,7,452,4
13411,12,410,1
13411,15,584,1
13411,17,378,0
13411,21,601,12
13411,34,275,1
13411,46,882,2
13411,47,96,6
13411,50,317,0
13411,55,129,8
13411,56,365,0
13411,61,706,1
13411,62,801,0
13411,63,861,0
13411,65,610,1
13411,68,14,12
13411,69,592,1
13411,72,7,3
13411,73,91,1
13414,-1,1,1
13414,3,793,0
13414,4,618,0
13414,5,605,0
13414,7,2,9
13414,15,133,0
13414,17,378,0
13414,19,765,3
13414,26,268,0
13414,32,902,0
13414,34,275,1
13414,41,826,4
13414,44,51,4
13414,45,559,0
13414,46,825,0
13414,47,36,3
13414,50,317,0
13414,55,845,5
13414,56,365,0
13414,61,898,2
13414,63,861,0
13414,65,521,0
13414,68,739,4
13414,69,592,1
13414,72,263,4
13414,73,91,1
13417,-1,1,1
13417,3,793,0
13417,4,618,0
13417,5,605,0
13417,7,452,4
13417,15,133,0
13417,17,378,0
13417,19,112,4
13417,26,268,0
13417,32,902,0
13417,34,275,1
13417,41,181,1
13417,44,515,1
13417,45,559,0
13417,46,825,0
13417,47,36,3
13417,50,317,0
13417,55,129,8
13417,56,365,0
13417,61,706,1
13417,63,861,0
13417,65,521,0
13417,68,745,10
13417,69,592,1
13417,72,7,3
13417,73,91,1
13428,-1,1,1
13428,2,53,0
13428,23,510,0
13428,31,713,1
13428,36,824,1
13428,37,245,2
13428,38,138,0
13428,39,731,0
13428,42,409,0
13428,47,512,4
13428,49,465,0
13428,50,317,0
13428,51,597,0
13428,55,267,0
13428,56,365,0
13428,61,706,1
13428,67,349,0
13428,68,596,13
13428,73,544,0
13454,-1,1,1
13454,3,793,0
13454,4,618,0
13454,5,605,0
13454,7,798,1
13454,11,691,7
13454,17,378,0
13454,18,158,3
13454,19,112,4
13454,26,268,0
13454,32,902,0
13454,45,559,0
13454,46,825,0
13454,47,549,1
13454,50,317,0
13454,55,267,0
13454,56,365,0
13454,59,180,0
13454,61,706,1
13454,63,861,0
13454,65,610,1
13454,68,903,41
13454,69,780,3
13454,72,75,0
13454,73,544,0
13457,-1,1,1
13457,3,793,0
13457,4,618,0
13457,5,605,0
13457,7,452,4
13457,15,451,2
13457,17,378,0
13457,19,700,1
13457,26,507,4
13457,32,522,2
13457,34,275,1
13457,41,826,4
13457,44,51,4
13457,45,559,0
13457,46,825,0
13457,47,36,3
13457,50,901,2
13457,55,267,0
13457,56,365,0
13457,61,898,2
13457,63,861,0
13457,65,521,0
13457,68,524,45
13457,69,592,1
13457,72,655,12
13457,73,544,0
13479,-1,1,1
13479,3,793,0
13479,4,618,0
13479,5,605,0
13479,7,452,4
13479,11,859,2
13479,17,378,0
13479,18,817,1
13479,19,112,4
13479,26,268,0
13479,32,902,0
13479,34,275,1
13479,45,559,0
13479,46,825,0
13479,47,549,1
13479,50,317,0
13479,55,448,11
13479,56,365,0
13479,59,180,0
13479,61,706,1
13479,63,861,0
13479,65,521,0
13479,68,351,1
13479,69,592,1
13479,72,557,9
13479,73,544,0
13488,-1,1,1
13488,4,618,0
13488,7,619,3
13488,12,410,1
13488,15,584,1
13488,17,378,0
13488,21,657,4
13488,34,275,1
13488,46,825,0
13488,47,96,6
13488,50,317,0
13488,55,704,1
13488,56,365,0
13488,61,706,1
13488,62,801,0
13488,63,861,0
13488,65,521,0
13488,68,351,1
13488,69,592,1
13488,72,263,4
13488,73,544,0
13493,-1,1,1
13493,3,793,0
13493,4,618,0
13493,5,605,0
13493,7,2,9
13493,11,735,0
13493,17,378,0
13493,18,158,3
13493,19,148,0
13493,26,268,0
13493,32,902,0
13493,45,559,0
13493,46,825,0
13493,47,549,1
13493,50,317,0
13493,55,267,0
13493,56,365,0
13493,59,856,1
13493,61,462,0
13493,63,861,0
13493,65,521,0
13493,68,373,0
13493,69,885,4
13493,72,75,0
13493,73,544,0
13506,-1,1,1
13506,3,793,0
13506,4,618,0
13506,5,605,0
13506,7,394,5
13506,8,636,1
13506,10,631,3
13506,17,378,0
13506,25,687,1
13506,26,268,0
13506,32,902,0
13506,45,559,0
13506,46,825,0
13506,47,273,10
13506,50,240,1
13506,55,267,0
13506,56,365,0
13506,57,623,1
13506,58,299,0
13506,59,180,0
13506,61,462,0
13506,63,861,0
13506,68,596,13
13506,69,805,2
13506,72,75,0
13506,73,544,0
13511,-1,1,1
13511,3,793,0
13511,4,618,0
13511,5,605,0
13511,7,798,1
13511,11,633,11
13511,17,378,0
13511,18,158,3
13511,19,232,21
13511,26,591,13
13511,32,522,2
13511,45,559,0
13511,46,825,0
13511,47,549,1
13511,50,901,2
13511,55,267,0
13511,56,365,0
13511,59,856,1
13511,61,706,1
13511,63,861,0
13511,65,521,0
13511,68,279,25
13511,69,538,0
13511,72,75,0
13511,73,544,0
13516,-1,1,1
13516,3,793,0
13516,4,618,0
13516,5,605,0
13516,7,2,9
13516,11,109,1
13516,17,378,0
13516,18,158,3
13516,19,765,3
13516,26,600,9
13516,32,286,1
13516,34,734,0
13516,45,559,0
13516,46,825,0
13516,47,549,1
13516,50,240,1
13516,55,704,1
13516,56,365,0
13516,59,856,1
13516,61,706,1
13516,63,861,0
13516,65,521,0
13516,68,351,1
13516,69,885,4
13516,72,371,11
13516,73,544,0
13521,-1,1,1
13521,4,618,0
13521,6,539,3
13521,7,284,13
13521,17,378,0
13521,24,588,1
13521,29,386,1
13521,47,516,2
13521,50,317,0
13521,53,444,2
13521,55,267,0
13521,56,365,0
13521,60,243,4
13521,61,706,1
13521,62,801,0
13521,63,861,0
13521,65,521,0
13521,68,596,13
13521,69,694,10
13521,72,75,0
13521,73,544,0
13525,-1,1,1
